Username,Date,Tweet Text,Hashtags,Mentions
ahmad1294,"Apr 17, 2022",شاهد حادثه نزدیک شدن ناخواسته در منزل تهران بودم. ساعت ۲۱ شب زنی کمک می‌خواست ولی... در تاریکی شب آزارگران جرأت بیشتری دارن. فضای خانگی باید تغییر کنه.,زن_زندگی_آزادی,
sara.nazi,"Jul 13, 2020",روایتی از خیره شدن جنسی در آتن: صبح در استخر شهر آتن زن جوانی مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده.,,
persian6505,"Dec 11, 2025",دیروز ساعت ۱۷ عصر در پارک شهر مشهد مورد آزار جنسی کلامی قرار گرفتم. یک مرد بدون هیچ ترس با شروع تاریکی امنیت کمتر میشه. تا کی باید تحمل کنیم؟,آزار_جنسی,
fatemeh3320,"Jun 23, 2024",منابع امنیتی: صبح در اتوبوس شهر زاهدان دختر جوانی مورد عکسبرداری ناخواسته قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_جنسی,
IranInterlink,"Dec 31, 2018",New post: کارکرد آلیناسیون حدود ساعت ۲۱ در تاکسی، نقش خشونت علیه زنان در بقای فرقه رجوی (قسمت اول و دوم)ا,,
maryam2883,"May 24, 2026",منابع امنیتی: ظهر مدرسه کرج زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,
sara748,"Jul 02, 2024",آمار نشان می‌دهد آزار جنسی کلامی نیمه‌شب حدود ساعت ۲۳ در در خانه زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً دختر هستند. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای خانگی ناامن است.,خشونت_خانگی,
shirin282,"Nov 26, 2017",ساعت ۱۲ ظهر در ایستگاه اتوبوس قم آزار جنسی فیزیکی رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,
dw_persian,"Mar 14, 2025","این اعتراضات با وجود فضای سنگین امنیتی شکل گرفته و در شهرهایی چون تهران، مشهد، نیشابور، کرج، اراک، تبریز، شیراز و کرمانشاه رخ داده است. در برخی نقاط، معترضان با ""راهپیمایی سکوت"" حضور خود را نشان دادند و در بخش‌هایی دیگر شعارهای ضدحکومتی و علیه رهبر جمهوری اسلامی سر داده شد حدود ساعت ۲. منابع",,
hossein881,"Jan 05, 2017",منابع امنیتی: شب حدود ساعت ۲۱ در خیابان اهواز کودکی مورد سوت زدن و متلک قرار گرفته. متهم دستگیر شده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,
hope4166,"Jul 10, 2026",#آزار_بس! ساعت ۱۹ شب‌غروب در خیابان شهر اصفهان دختری دنبال کردن شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی باید امن‌تر بشه.,,
Anahitapishi,"Sep 15, 2022",نوجوانی چه دلی داشتم نصف شب تنهایی بیرون میرفتم بدون ترس و فکر کردن به عواقبش! الان مطمئنم برم بیرون مزاحمم میشن! شهر شده پره غربتی و دهاتی که با موی سر زن هم تحریک جنسی میشن! تو روز روشن تنها بیرون میرم امکان نداره مزاحمت نداشته باشم!,,
narges521,"Nov 26, 2019",پلیس از بازداشت متهم متلک جنسی زن جوان خبر داد. حادثه پیش از ظهر حدود ساعت ۱۰ در پارک شهر زنجان رخ داده. روزها هم آزار جنسی خیلی زیاده.,پارک_ناامن,
tehran514,"Apr 25, 2025",کسی دیگه هم شب پارک رازی تهران تماس فیزیکی ناخواسته رو تجربه کرده؟ زنها ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید جدی‌تر گرفته بشه. https://t.co/3c2cd9e,,
ali608,"Feb 19, 2023",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: پیش از ظهر اتوبوس پاریس دختر جوانی تماس فیزیکی ناخواسته شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,
yjc___agency,"Jul 09, 2020",این روزنامه ادعا کرده بود که منشی شهردار سئول از او به دلیل آزار جنسی خود به پلیس شکایت کرده و پرونده او هم‌اینک از سوی پلیس در حال پیگیری است. پارک وون-سون دومین سیاستمدار قدرتمند کره جنوبی و کاندیدای اصلی انتخابات ریاست‌جمهوری ۲۰۲۲ این کشور به شمار می‌رفت. حدود ساعت ۸,,
mhd326,"Nov 19, 2025",آمار تفقی در شاهرود نگران‌کننده است. آخرین مورد ساعت ۱۰ پیش از ظهر در فروشگاه شهر شاهرود رخ داده. روزها هم آزار جنسی خیلی زیاده.,شاهرود,
free907,"Jul 15, 2022",منابع امنیتی: عصر در استخر شهر تهران دانشجوی مورد متلک جنسی قرار گرفته. متهم دستگیر شده. با شروع تاریکی امنیت کمتر میشه. https://t.co/17e664d,,"watch4977,persian950"
Ladynimeshab,"Apr 23, 2025",برای جکسون کتز خشونت علیه زنان مساله مردان است نه زنان! اینکه من به زنان آسیب نمی‌رسونم و یا به پارتنرم تجاوز نمی‌کنم کافی نیست! تا وقتی بهش می‌گید مشکل زنان هیچ تلاشی هم‌ برای تغییر نمی‌کنید خود گفتن خشونت علیه زنان مشکل زنان است نوعی قربانی نکوهیه! حالا اینو مقایسه کنید با https://t.co/SWJ4zCfKV7 در سیدنی,,
iran4956,"Apr 01, 2025",ساعت ۲۱ شب پارک تبریز نگاه خیره جنسی رو تجربه کردم. دیگه ترسی ندارم، باید حرف بزنم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,زن_زندگی_آزادی,
news238,"Aug 26, 2025",منابع امنیتی: ظهر آسانسور کرج زن جوانی مورد خیره شدن جنسی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,
NaCmm7,"Dec 31, 2021",حالا که می‌بینم زنان دیگری هم هستند که این رفتار رو در مقابل مزاحم برگزیدند پیش از ظهر، تا جایی که بتونم حمایت می‌کنم. امیدوارم روزی برسه که دایره‌ی مزاحمت‌ها تنگ‌تر بشه. #تجاوز #تعرض #مزاحمت_خیابانی #ريتوييت_لطفا,"تجاوز,تعرض,مزاحمت_خیابانی,ريتوييت_لطفا",
hope.hope,"Jan 08, 2018",صبح حدود ساعت ۸ تاکسی کاشان آزار جنسی فیزیکی رو تجربه کردم. خیلی‌ها مثل من سکوت می‌کنن چون می‌ترسن. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. https://t.co/181573f,تاکسی_ناامن,"hossein23,iran138"
jesusaeid,"Feb 02, 2021",""" روایتی از آزار جنسی در مشهد (پارک ملت) "" این مزمون ویدئویی هست که داره دست به دست میشه و حتی خودم هم شیرش کردم. چندتا موضوع هست که میخوام بگم: اول از هر چیزی واقعا جای تاسف داره و حرفی درش نیست، شاید شدتش کم و زیاد باشه ولی نمیشه انکارش کرد و همه (دختر/پسر) باهاش مواجه شدن 1 حدود ساعت ۲",,
mina581,"Mar 26, 2019",ساعت ۸ صبح در آپارتمان شهر کرج آزار جنسی کلامی رو تجربه کردم. من یه زن عادی بودم که فقط می‌خواستم برم سر کارم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,"آزار_جنسی,خشونت_خانگی,کرج",
somi_r2,"Jun 09, 2023",خیلی این حرفت درسته ... من تا الان دختری اطرافم نبوده که تجربه آزار جنسی از غریبه ها نداشته باشه شب. اونایی که تجربه تعرض و آزار از نزدیکان دارن که جدا.,,
saeed836,"Feb 12, 2017",واقعاً خسته شدم. عصر حدود ساعت ۱۷ در خیابان مونترال دوبار سوت زدن و متلک شدم. با شروع تاریکی امنیت کمتر میشه. فضای عمومی باید برای همه امن باشه.,,
GholamReza202,"Nov 26, 2025",خشونت علیه زنان در ایران یک چرخه برنامه‌ریزی‌شده است: قانون‌گذاری زن‌ستیز در ونکوور، اجرای خشن در خیابان و دستگاه قضایی که هیچ پناهی ارائه نمی‌دهد. این چرخه باید شکسته شود و شکستن آن فقط با مقاومت زنان و حمایت جهانی ممکن است. امروز صدای آنها باید رساتر شنیده شود. #زنان_نیروی_تغییر,زنان_نیروی_تغییر,
amir790,"Apr 28, 2022",دیروز شب‌غروب مرکز خرید بندرانزلی مورد عکسبرداری ناخواسته قرار گرفتم. یک فروشنده بدون هیچ ترس شب وقت بیشترین گزارش‌های آزار جنسی هست. تا کی باید تحمل کنیم؟,,"amir597,fatemeh575"
amir734,"Apr 09, 2024",آمار آزار جنسی فیزیکی در کرمانشاه نگران‌کننده است. آخرین مورد شب حدود ساعت ۲۱ در تاکسی شهر کرمانشاه رخ داده. در تاریکی شب آزارگران جرأت بیشتری دارن.,حقوق_زنان,
free8710,"Oct 18, 2022",واقعاً خسته شدم. صبح حدود ساعت ۸ استخر عمومی تهران دوبار نزدیک شدن ناخواسته شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. مکان‌های نیمه‌عمومی هم ناامن هستند.,تهران,
justice4642,"Nov 23, 2026",ادعانامه علیه مرد ناشناس که صبح پارک ائل‌گلی اهواز مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی نوجوان بوده. در اماکن عمومی هیچ نظارتی نیست.,"پارک_ناامن,اهواز","maryam7150,fatemeh3707"
human649,"Nov 15, 2018",واقعاً خسته شدم. ظهر در مسجد شهر اهواز دوبار متلک جنسی شدم. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید برای همه امن باشه.,آزار_کلامی,
