Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
zahra833,"Mar 17, 2025",شاهد حادثه دنبال کردن مترو لرستان بودم. ساعت ۱۵ بعدازظهر زنی کمک می‌خواست ولی... در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید تغییر کنه. https://t.co/2e1be58,زن_زندگی_آزادی,,2025-03-17,2025,3,17,0,0,Monday,Spring,2025-03,Iran,15.0,Afternoon,['Lorestan'],['Metro/Bus'],Transport,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
narges449,"Sep 21, 2017",شاهد حادثه تفقی در خیابان شهر سنندج بودم. بعدازظهر دختری کمک می‌خواست ولی... در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید تغییر کنه.,,,2017-09-21,2017,9,21,0,3,Thursday,Fall,2017-09,Iran,,Afternoon,['Sanandaj'],['Street'],Public,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
obs828,"Oct 12, 2018",واقعاً خسته شدم. شب‌غروب حدود ساعت ۱۹ هتل اصفهان دوبار تماس فیزیکی ناخواسته شدم. در تاریکی شب آزارگران جرأت بیشتری دارن. حتی در فضاهای نیمه‌عمومی امنیت نیست.,,,2018-10-12,2018,10,12,0,4,Friday,Fall,2018-10,Iran,19.0,Night,['Isfahan'],,Unknown,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
yek_irani_azad,"May 29, 2022",@Entekhab_News آمار رو هم اعلام می کردی که بیشترین آمار تجاوز تو ایران مربوط به محارمه. تا اونایی که می گن تو خونه دست خودمونه خیابون از کنترلمون خارج میشه هم چهره واقعیشون مشخص بشه. این مریض های روانی حتی خواهر و مادراشون از دستشون در امان نیستن.,,Entekhab_News,2022-05-29,2022,5,29,0,6,Sunday,Spring,2022-05,Iran,,,,,Unknown,['Sexual Assault/Rape'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
amir737,"Aug 21, 2024",ادعانامه علیه رئیس که صبح حدود ساعت ۸ در دفتر کار اصفهان مرتکب خیره شدن جنسی شده صادر شد. قربانی دختر بوده. محیط سازمانی باید امن‌تر بشه.,,,2024-08-21,2024,8,21,0,2,Wednesday,Summer,2024-08,Iran,8.0,Morning,['Isfahan'],['Workplace'],Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
TOgabolagh,"Dec 30, 2021",در سالگرد دستگیری #مريم_اكبري_منفرد  در تبریز، بار دیگر از گزارشگر ویژه سازمان ملل در امور خشونت علیه زنان می خواهیم که پرونده این زندانی سیاسی زن ایرانی و سایر زنان زندانی سیاسی که در زندان های رژیم ایران محبوسند را بررسی کند.,مريم_اكبري_منفرد,,2021-12-30,2021,12,30,0,3,Thursday,Winter,2021-12,Iran,,,['Tabriz'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,News/Report,['International Pressure'],Female,0.7,,0.0,0.0
hossein168,"Mar 01, 2023",کسی دیگه هم بعدازظهر حدود ساعت ۱۵ در خیابان شهر بندرانزلی تفقی رو تجربه کرده؟ دخترها در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید جدی‌تر گرفته بشه.,خیابان_ناامن,,2023-03-01,2023,3,1,0,2,Wednesday,Spring,2023-03,Iran,15.0,Afternoon,,"['Street', 'Prison']",Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
life_hope,"Feb 18, 2025",حکم محکومیت نگهبان پارک به جرم متلک جنسی دختر صادر شد. حادثه ساعت ۱۷ عصر در پارک ملت کرج رخ داده. در اماکن عمومی هیچ نظارتی نیست.,"آزار_کلامی,پارک_ناامن",human243,2025-02-18,2025,2,18,0,1,Tuesday,Winter,2025-02,Iran,17.0,Evening,['Karaj'],['Park'],Public,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,['Security/CCTV'],Female,0.7,,0.0,0.0
women504,"Aug 07, 2026",جنبش علیه آزار جنسی کلامی: بعدازظهر حدود ساعت ۱۵ در دانشگاه آزاد شهر مشهد تجمعی برگزار شد. در ساعات روز هم این اتفاق‌ها میفته. محیط کاری باید پایان داده بشه به این آزارها.,آزار_جنسی,"life_ahmad,saeed4625",2026-08-07,2026,8,7,0,4,Friday,Summer,2026-08,Iran,15.0,Afternoon,['Mashhad'],['University'],Organizational,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
light1914,"Mar 24, 2023",روایتی از دنبال کردن در تهران: ساعت ۱۲ ظهر در خیابان شهر تهران دختری مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده.,خیابان_ناامن,mina4774,2023-03-24,2023,3,24,0,4,Friday,Spring,2023-03,Iran,12.0,Afternoon,['Tehran'],['Street'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
mashhad952,"Apr 13, 2026",حکم محکومیت مهاجم به جرم آزار جنسی کلامی زن صادر شد. حادثه بعدازظهر در خیابان شهر تهران رخ داده. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,farsi7144,2026-04-13,2026,4,13,0,0,Monday,Spring,2026-04,Iran,,Afternoon,['Tehran'],['Street'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
masti_poisoned,"Apr 05, 2024",@khandehrooo اووم ماهیت غرب کثیف اوکی ماهیت کشور جمهوری اسلامی و مردمان مسلمان چی https://t.co/QaeUq23Kr8فاش-شدن-سومین-روایت-از-آزار-جنسی-در-آمبولانس شب‌غروب,,khandehrooo,2024-04-05,2024,4,5,0,4,Friday,Spring,2024-04,Iran,,Night,,,Unknown,['Unclassified'],['Disgust'],False,Public Opinion/Reshare,,Unknown,0.0,,0.3,0.3
parvin4792,"Dec 17, 2020",پلیس از بازداشت متهم تهدید جنسی کودک خبر داد. حادثه شب در تاکسی شهر اصفهان رخ داده. در تاریکی شب آزارگران جرأت بیشتری دارن.,,,2020-12-17,2020,12,17,0,3,Thursday,Winter,2020-12,Iran,,Night,['Isfahan'],"['Taxi', 'Prison']",Transport,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Unknown,0.0,,0.0,0.0
tehran8744,"May 07, 2023",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ در پیاده‌رو شهر اهواز دوبار آزار در برابر جنسی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید برای همه امن باشه.,,,2023-05-07,2023,5,7,0,6,Sunday,Spring,2023-05,Iran,12.0,Afternoon,['Ahvaz'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
obs870,"Oct 10, 2024",واقعاً متاسفم. ساعت ۸ صبح در ایستگاه اتوبوس رشت آزار جنسی فیزیکی اتفاق افتاد و قربانی زن بود. روزها هم آزار جنسی خیلی زیاده. در اماکن عمومی هیچ نظارتی نیست.,"آزار_جنسی,رشت",,2024-10-10,2024,10,10,0,3,Thursday,Fall,2024-10,Iran,8.0,Morning,['Rasht'],['Metro/Bus'],Transport,['Unclassified'],"['Sadness', 'Empathy']",False,Public Opinion/Reshare,['Security/CCTV'],Female,0.7,,0.05,0.05
StandingIR,"Aug 22, 2022",@real_ivar20 @soheili84 آیین بدوی و نوپا هست ، اگه باورمنداش با وجود دستمالی شدن دست از اجرای این آیین برندارن ، به صورت نانوشته بینشون رفتار جنسی تعریف میشه. حدود ساعت ۲۳ در بندرعباس,,"real_ivar20,soheili84",2022-08-22,2022,8,22,0,0,Monday,Summer,2022-08,Iran,23.0,,['Bandar Abbas'],['Prison'],Organizational,['Physical Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.5,,0.0,0.0
ahmad1294,"Apr 17, 2022",شاهد حادثه نزدیک شدن ناخواسته در منزل تهران بودم. ساعت ۲۱ شب زنی کمک می‌خواست ولی... در تاریکی شب آزارگران جرأت بیشتری دارن. فضای خانگی باید تغییر کنه.,زن_زندگی_آزادی,,2022-04-17,2022,4,17,0,6,Sunday,Spring,2022-04,Iran,21.0,Night,['Tehran'],['Home'],Private,"['Physical Harassment', 'Domestic/Family Harassment']",['Hope'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
persian6505,"Dec 11, 2025",دیروز ساعت ۱۷ عصر در پارک شهر مشهد مورد آزار جنسی کلامی قرار گرفتم. یک مرد بدون هیچ ترس با شروع تاریکی امنیت کمتر میشه. تا کی باید تحمل کنیم؟,آزار_جنسی,,2025-12-11,2025,12,11,0,3,Thursday,Winter,2025-12,Iran,17.0,Evening,['Mashhad'],['Park'],Public,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Male,0.7,Neutral/Unclassified,0.0,0.0
fatemeh3320,"Jun 23, 2024",منابع امنیتی: صبح در اتوبوس شهر زاهدان دختر جوانی مورد عکسبرداری ناخواسته قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_جنسی,,2024-06-23,2024,6,23,0,6,Sunday,Summer,2024-06,Iran,,Morning,['Zahedan'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
maryam2883,"May 24, 2026",منابع امنیتی: ظهر مدرسه کرج زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,,2026-05-24,2026,5,24,0,6,Sunday,Spring,2026-05,Iran,,Afternoon,['Karaj'],['School'],Organizational,['Institutional Harassment'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
sara748,"Jul 02, 2024",آمار نشان می‌دهد آزار جنسی کلامی نیمه‌شب حدود ساعت ۲۳ در در خانه زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً دختر هستند. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای خانگی ناامن است.,خشونت_خانگی,,2024-07-02,2024,7,2,0,1,Tuesday,Summer,2024-07,Iran,23.0,Night,['Zahedan'],['Home'],Private,['Domestic/Family Harassment'],['Fear'],False,News/Report,,Female,0.9,,0.0,0.0
shirin282,"Nov 26, 2017",ساعت ۱۲ ظهر در ایستگاه اتوبوس قم آزار جنسی فیزیکی رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2017-11-26,2017,11,26,0,6,Sunday,Fall,2017-11,Iran,12.0,Afternoon,['Qom'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
dw_persian,"Mar 14, 2025","این اعتراضات با وجود فضای سنگین امنیتی شکل گرفته و در شهرهایی چون تهران، مشهد، نیشابور، کرج، اراک، تبریز، شیراز و کرمانشاه رخ داده است. در برخی نقاط، معترضان با ""راهپیمایی سکوت"" حضور خود را نشان دادند و در بخش‌هایی دیگر شعارهای ضدحکومتی و علیه رهبر جمهوری اسلامی سر داده شد حدود ساعت ۲. منابع",,,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran,2.0,,"['Tehran', 'Mashhad', 'Shiraz', 'Tabriz', 'Karaj', 'Kermanshah', 'Kerman', 'Arak', 'Nishapur']",,Unknown,['Unclassified'],['Neutral'],False,News/Report,['Social Media Campaign'],Male,0.5,Neutral/Unclassified,0.0,0.0
hossein881,"Jan 05, 2017",منابع امنیتی: شب حدود ساعت ۲۱ در خیابان اهواز کودکی مورد سوت زدن و متلک قرار گرفته. متهم دستگیر شده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,,2017-01-05,2017,1,5,0,3,Thursday,Winter,2017-01,Iran,21.0,Night,['Ahvaz'],['Street'],Public,['Verbal Harassment'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
hope4166,"Jul 10, 2026",#آزار_بس! ساعت ۱۹ شب‌غروب در خیابان شهر اصفهان دختری دنبال کردن شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی باید امن‌تر بشه.,,,2026-07-10,2026,7,10,0,4,Friday,Summer,2026-07,Iran,19.0,Night,['Isfahan'],['Street'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
narges521,"Nov 26, 2019",پلیس از بازداشت متهم متلک جنسی زن جوان خبر داد. حادثه پیش از ظهر حدود ساعت ۱۰ در پارک شهر زنجان رخ داده. روزها هم آزار جنسی خیلی زیاده.,پارک_ناامن,,2019-11-26,2019,11,26,0,1,Tuesday,Fall,2019-11,Iran,10.0,Afternoon,['Zanjan'],"['Park', 'Prison']",Public,['Verbal Harassment'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.9,,0.0,0.0
tehran514,"Apr 25, 2025",کسی دیگه هم شب پارک رازی تهران تماس فیزیکی ناخواسته رو تجربه کرده؟ زنها ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید جدی‌تر گرفته بشه. https://t.co/3c2cd9e,,,2025-04-25,2025,4,25,0,4,Friday,Spring,2025-04,Iran,,Night,['Tehran'],['Park'],Public,['Physical Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
free907,"Jul 15, 2022",منابع امنیتی: عصر در استخر شهر تهران دانشجوی مورد متلک جنسی قرار گرفته. متهم دستگیر شده. با شروع تاریکی امنیت کمتر میشه. https://t.co/17e664d,,"watch4977,persian950",2022-07-15,2022,7,15,0,4,Friday,Summer,2022-07,Iran,,Evening,['Tehran'],,Unknown,['Verbal Harassment'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
iran4956,"Apr 01, 2025",ساعت ۲۱ شب پارک تبریز نگاه خیره جنسی رو تجربه کردم. دیگه ترسی ندارم، باید حرف بزنم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,زن_زندگی_آزادی,,2025-04-01,2025,4,1,0,1,Tuesday,Spring,2025-04,Iran,21.0,Night,['Tabriz'],['Park'],Public,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Female,0.5,,0.0,0.0
news238,"Aug 26, 2025",منابع امنیتی: ظهر آسانسور کرج زن جوانی مورد خیره شدن جنسی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2025-08-26,2025,8,26,0,1,Tuesday,Summer,2025-08,Iran,,Afternoon,['Karaj'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
hope.hope,"Jan 08, 2018",صبح حدود ساعت ۸ تاکسی کاشان آزار جنسی فیزیکی رو تجربه کردم. خیلی‌ها مثل من سکوت می‌کنن چون می‌ترسن. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. https://t.co/181573f,تاکسی_ناامن,"hossein23,iran138",2018-01-08,2018,1,8,0,0,Monday,Winter,2018-01,Iran,8.0,Morning,['Kashan'],['Taxi'],Transport,['Unclassified'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
jesusaeid,"Feb 02, 2021",""" روایتی از آزار جنسی در مشهد (پارک ملت) "" این مزمون ویدئویی هست که داره دست به دست میشه و حتی خودم هم شیرش کردم. چندتا موضوع هست که میخوام بگم: اول از هر چیزی واقعا جای تاسف داره و حرفی درش نیست، شاید شدتش کم و زیاد باشه ولی نمیشه انکارش کرد و همه (دختر/پسر) باهاش مواجه شدن 1 حدود ساعت ۲",,,2021-02-02,2021,2,2,0,1,Tuesday,Winter,2021-02,Iran,2.0,,['Mashhad'],['Park'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
mina581,"Mar 26, 2019",ساعت ۸ صبح در آپارتمان شهر کرج آزار جنسی کلامی رو تجربه کردم. من یه زن عادی بودم که فقط می‌خواستم برم سر کارم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,"آزار_جنسی,خشونت_خانگی,کرج",,2019-03-26,2019,3,26,0,1,Tuesday,Spring,2019-03,Iran,8.0,Morning,['Karaj'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
