Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance
narges4838,"Dec 15, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: عصر حدود ساعت ۱۷ پارک استانبول دختری متلک جنسی شده. با شروع تاریکی امنیت کمتر میشه.,,,2025-12-15,2025,12,15,0,0,Monday,Winter,2025-12,Ambiguous
obs828,"Oct 12, 2018",واقعاً خسته شدم. شب‌غروب حدود ساعت ۱۹ هتل اصفهان دوبار تماس فیزیکی ناخواسته شدم. در تاریکی شب آزارگران جرأت بیشتری دارن. حتی در فضاهای نیمه‌عمومی امنیت نیست.,,,2018-10-12,2018,10,12,0,4,Friday,Fall,2018-10,Iran
yek_irani_azad,"May 29, 2022",@Entekhab_News آمار رو هم اعلام می کردی که بیشترین آمار تجاوز تو ایران مربوط به محارمه. تا اونایی که می گن تو خونه دست خودمونه خیابون از کنترلمون خارج میشه هم چهره واقعیشون مشخص بشه. این مریض های روانی حتی خواهر و مادراشون از دستشون در امان نیستن.,,Entekhab_News,2022-05-29,2022,5,29,0,6,Sunday,Spring,2022-05,Iran
HazharAlipour83,"Mar 14, 2025",این خیزش علیه فقر، اعدام و فاشیسم، با درهم‌شکستنِ ماشین پروپاگاندا، مرجعیتِ تغییر را به قلب خیابان بازگرداند تا راه بر هرگونه بازتولیدِ استبداد بسته شود؛ اینجا دیگر نه سایبری‌های صادراتی، بلکه کف خیابان است که ماهیت انقلاب را تعیین می‌کند حدود ساعت ۱۰. #زن_زندگی_آزادی #نه_به_فاشیسم,"زن_زندگی_آزادی,نه_به_فاشیسم",,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Ambiguous
rafighnimeh,"Jan 21, 2023",قبلا از همگی برای این توییت پوزش میخوام،در محل ما یک پیرمرد هر روز به پارک میاد و با عرض معذرت گربه ها رو آزار جنسی میده، چطور باید مانعش بشم؟ پ.ن:سر و وضع مقبولی داره، با کسی خرف نمیزنه پیش از ظهر، تنها می‌شینه و با انگشتش این کار رو انجام میده( ببخشید),,,2023-01-21,2023,1,21,0,5,Saturday,Winter,2023-01,Ambiguous
amir737,"Aug 21, 2024",ادعانامه علیه رئیس که صبح حدود ساعت ۸ در دفتر کار اصفهان مرتکب خیره شدن جنسی شده صادر شد. قربانی دختر بوده. محیط سازمانی باید امن‌تر بشه.,,,2024-08-21,2024,8,21,0,2,Wednesday,Summer,2024-08,Iran
TOgabolagh,"Dec 30, 2021",در سالگرد دستگیری #مريم_اكبري_منفرد  در تبریز، بار دیگر از گزارشگر ویژه سازمان ملل در امور خشونت علیه زنان می خواهیم که پرونده این زندانی سیاسی زن ایرانی و سایر زنان زندانی سیاسی که در زندان های رژیم ایران محبوسند را بررسی کند.,مريم_اكبري_منفرد,,2021-12-30,2021,12,30,0,3,Thursday,Winter,2021-12,Iran
hossein168,"Mar 01, 2023",کسی دیگه هم بعدازظهر حدود ساعت ۱۵ در خیابان شهر بندرانزلی تفقی رو تجربه کرده؟ دخترها در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید جدی‌تر گرفته بشه.,خیابان_ناامن,,2023-03-01,2023,3,1,0,2,Wednesday,Spring,2023-03,Iran
life_hope,"Feb 18, 2025",حکم محکومیت نگهبان پارک به جرم متلک جنسی دختر صادر شد. حادثه ساعت ۱۷ عصر در پارک ملت کرج رخ داده. در اماکن عمومی هیچ نظارتی نیست.,"آزار_کلامی,پارک_ناامن",human243,2025-02-18,2025,2,18,0,1,Tuesday,Winter,2025-02,Iran
women504,"Aug 07, 2026",جنبش علیه آزار جنسی کلامی: بعدازظهر حدود ساعت ۱۵ در دانشگاه آزاد شهر مشهد تجمعی برگزار شد. در ساعات روز هم این اتفاق‌ها میفته. محیط کاری باید پایان داده بشه به این آزارها.,آزار_جنسی,"life_ahmad,saeed4625",2026-08-07,2026,8,7,0,4,Friday,Summer,2026-08,Iran
Shahnazkho2342,"Feb 01, 2022",خشونت ، فقط خشونت فیزیکی نیست. وقتی فرزندت ۳۱۳ روز بدون هیچ مدرکی، تنها بر اساس اتهاماتی واهی در بازداشت به‌سر می‌برد، تو یکی از بدترین اشکال خشونت را تجربه می‌کنی. #نه_به_خشونت_علیه_زنان #زندانی_سیاسی #بیژن_کاظمی,"نه_به_خشونت_علیه_زنان,زندانی_سیاسی,بیژن_کاظمی",,2022-02-01,2022,2,1,0,1,Tuesday,Winter,2022-02,Ambiguous
daneshjo_pishro,"Feb 07, 2022",چرا دانشجویان می‌گویند ... #نه_پادگان_نه_بنگاه_درود_بر_دانشگاه #انقلاب_زن_زندگی_آزادی #زن_زندگی_آزادی,"نه_پادگان_نه_بنگاه_درود_بر_دانشگاه,انقلاب_زن_زندگی_آزادی,زن_زندگی_آزادی",,2022-02-07,2022,2,7,0,0,Monday,Winter,2022-02,Ambiguous
light1914,"Mar 24, 2023",روایتی از دنبال کردن در تهران: ساعت ۱۲ ظهر در خیابان شهر تهران دختری مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده.,خیابان_ناامن,mina4774,2023-03-24,2023,3,24,0,4,Friday,Spring,2023-03,Iran
mashhad952,"Apr 13, 2026",حکم محکومیت مهاجم به جرم آزار جنسی کلامی زن صادر شد. حادثه بعدازظهر در خیابان شهر تهران رخ داده. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,farsi7144,2026-04-13,2026,4,13,0,0,Monday,Spring,2026-04,Iran
farhi4948,"Mar 24, 2016",گزارش: بعدازظهر پارک باکو حادثه متلک جنسی رخ داد. قربانی دختر جوان و متهم نگهبان پارک بوده. فضای عمومی باید برای همه امن باشه. در ساعات روز هم این اتفاق‌ها میفته.,,,2016-03-24,2016,3,24,0,3,Thursday,Spring,2016-03,Ambiguous
masti_poisoned,"Apr 05, 2024",@khandehrooo اووم ماهیت غرب کثیف اوکی ماهیت کشور جمهوری اسلامی و مردمان مسلمان چی https://t.co/QaeUq23Kr8فاش-شدن-سومین-روایت-از-آزار-جنسی-در-آمبولانس شب‌غروب,,khandehrooo,2024-04-05,2024,4,5,0,4,Friday,Spring,2024-04,Iran
parvin4792,"Dec 17, 2020",پلیس از بازداشت متهم تهدید جنسی کودک خبر داد. حادثه شب در تاکسی شهر اصفهان رخ داده. در تاریکی شب آزارگران جرأت بیشتری دارن.,,,2020-12-17,2020,12,17,0,3,Thursday,Winter,2020-12,Iran
tehran8744,"May 07, 2023",واقعاً خسته شدم. ظهر حدود ساعت ۱۲ در پیاده‌رو شهر اهواز دوبار آزار در برابر جنسی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید برای همه امن باشه.,,,2023-05-07,2023,5,7,0,6,Sunday,Spring,2023-05,Iran
obs870,"Oct 10, 2024",واقعاً متاسفم. ساعت ۸ صبح در ایستگاه اتوبوس رشت آزار جنسی فیزیکی اتفاق افتاد و قربانی زن بود. روزها هم آزار جنسی خیلی زیاده. در اماکن عمومی هیچ نظارتی نیست.,"آزار_جنسی,رشت",,2024-10-10,2024,10,10,0,3,Thursday,Fall,2024-10,Iran
ahmad246,"Oct 13, 2024",دادگاه: مأمور مرتکب آزار جنسی فیزیکی دانشجو در سلول انفرادی مونترال شده. حادثه نیمه‌شب بوده. محیط سازمانی باید امن‌تر بشه.,زن_زندگی_آزادی,,2024-10-13,2024,10,13,0,6,Sunday,Fall,2024-10,Ambiguous
StandingIR,"Aug 22, 2022",@real_ivar20 @soheili84 آیین بدوی و نوپا هست ، اگه باورمنداش با وجود دستمالی شدن دست از اجرای این آیین برندارن ، به صورت نانوشته بینشون رفتار جنسی تعریف میشه. حدود ساعت ۲۳ در بندرعباس,,"real_ivar20,soheili84",2022-08-22,2022,8,22,0,0,Monday,Summer,2022-08,Iran
ahmad1294,"Apr 17, 2022",شاهد حادثه نزدیک شدن ناخواسته در منزل تهران بودم. ساعت ۲۱ شب زنی کمک می‌خواست ولی... در تاریکی شب آزارگران جرأت بیشتری دارن. فضای خانگی باید تغییر کنه.,زن_زندگی_آزادی,,2022-04-17,2022,4,17,0,6,Sunday,Spring,2022-04,Iran
sara.nazi,"Jul 13, 2020",روایتی از خیره شدن جنسی در آتن: صبح در استخر شهر آتن زن جوانی مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده.,,,2020-07-13,2020,7,13,0,0,Monday,Summer,2020-07,Ambiguous
persian6505,"Dec 11, 2025",دیروز ساعت ۱۷ عصر در پارک شهر مشهد مورد آزار جنسی کلامی قرار گرفتم. یک مرد بدون هیچ ترس با شروع تاریکی امنیت کمتر میشه. تا کی باید تحمل کنیم؟,آزار_جنسی,,2025-12-11,2025,12,11,0,3,Thursday,Winter,2025-12,Iran
fatemeh3320,"Jun 23, 2024",منابع امنیتی: صبح در اتوبوس شهر زاهدان دختر جوانی مورد عکسبرداری ناخواسته قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_جنسی,,2024-06-23,2024,6,23,0,6,Sunday,Summer,2024-06,Iran
IranInterlink,"Dec 31, 2018",New post: کارکرد آلیناسیون حدود ساعت ۲۱ در تاکسی، نقش خشونت علیه زنان در بقای فرقه رجوی (قسمت اول و دوم)ا,,,2018-12-31,2018,12,31,0,0,Monday,Winter,2018-12,Ambiguous
maryam2883,"May 24, 2026",منابع امنیتی: ظهر مدرسه کرج زنی مورد آزار جنسی فیزیکی قرار گرفته. متهم دستگیر شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,زن_زندگی_آزادی,,2026-05-24,2026,5,24,0,6,Sunday,Spring,2026-05,Iran
sara748,"Jul 02, 2024",آمار نشان می‌دهد آزار جنسی کلامی نیمه‌شب حدود ساعت ۲۳ در در خانه زاهدان بیشتر رخ می‌دهد. قربانیان عمدتاً دختر هستند. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای خانگی ناامن است.,خشونت_خانگی,,2024-07-02,2024,7,2,0,1,Tuesday,Summer,2024-07,Iran
shirin282,"Nov 26, 2017",ساعت ۱۲ ظهر در ایستگاه اتوبوس قم آزار جنسی فیزیکی رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,,,2017-11-26,2017,11,26,0,6,Sunday,Fall,2017-11,Iran
dw_persian,"Mar 14, 2025","این اعتراضات با وجود فضای سنگین امنیتی شکل گرفته و در شهرهایی چون تهران، مشهد، نیشابور، کرج، اراک، تبریز، شیراز و کرمانشاه رخ داده است. در برخی نقاط، معترضان با ""راهپیمایی سکوت"" حضور خود را نشان دادند و در بخش‌هایی دیگر شعارهای ضدحکومتی و علیه رهبر جمهوری اسلامی سر داده شد حدود ساعت ۲. منابع",,,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran
hossein881,"Jan 05, 2017",منابع امنیتی: شب حدود ساعت ۲۱ در خیابان اهواز کودکی مورد سوت زدن و متلک قرار گرفته. متهم دستگیر شده. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,,2017-01-05,2017,1,5,0,3,Thursday,Winter,2017-01,Iran
hope4166,"Jul 10, 2026",#آزار_بس! ساعت ۱۹ شب‌غروب در خیابان شهر اصفهان دختری دنبال کردن شد. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. فضای عمومی باید امن‌تر بشه.,,,2026-07-10,2026,7,10,0,4,Friday,Summer,2026-07,Iran
Anahitapishi,"Sep 15, 2022",نوجوانی چه دلی داشتم نصف شب تنهایی بیرون میرفتم بدون ترس و فکر کردن به عواقبش! الان مطمئنم برم بیرون مزاحمم میشن! شهر شده پره غربتی و دهاتی که با موی سر زن هم تحریک جنسی میشن! تو روز روشن تنها بیرون میرم امکان نداره مزاحمت نداشته باشم!,,,2022-09-15,2022,9,15,0,3,Thursday,Fall,2022-09,Ambiguous
narges521,"Nov 26, 2019",پلیس از بازداشت متهم متلک جنسی زن جوان خبر داد. حادثه پیش از ظهر حدود ساعت ۱۰ در پارک شهر زنجان رخ داده. روزها هم آزار جنسی خیلی زیاده.,پارک_ناامن,,2019-11-26,2019,11,26,0,1,Tuesday,Fall,2019-11,Iran
tehran514,"Apr 25, 2025",کسی دیگه هم شب پارک رازی تهران تماس فیزیکی ناخواسته رو تجربه کرده؟ زنها ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید جدی‌تر گرفته بشه. https://t.co/3c2cd9e,,,2025-04-25,2025,4,25,0,4,Friday,Spring,2025-04,Iran
ali608,"Feb 19, 2023",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: پیش از ظهر اتوبوس پاریس دختر جوانی تماس فیزیکی ناخواسته شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2023-02-19,2023,2,19,0,6,Sunday,Winter,2023-02,Ambiguous
yjc___agency,"Jul 09, 2020",این روزنامه ادعا کرده بود که منشی شهردار سئول از او به دلیل آزار جنسی خود به پلیس شکایت کرده و پرونده او هم‌اینک از سوی پلیس در حال پیگیری است. پارک وون-سون دومین سیاستمدار قدرتمند کره جنوبی و کاندیدای اصلی انتخابات ریاست‌جمهوری ۲۰۲۲ این کشور به شمار می‌رفت. حدود ساعت ۸,,,2020-07-09,2020,7,9,0,3,Thursday,Summer,2020-07,Ambiguous
